ID,authors,title,journal,year_pub,pages,journal_issue,type,number_authors,collaborative,full_reference,lead_author_institution,institution_country,institution_type,country_topic,theory_topic,subject_topic,method_topic
282,"van Driel Murray, C","Batavians on the Move: Emigrants, Immigrants and Returnees",Theoretical Roman Archaeology Conference Proceedings,2012,pp.115-122,21,proc,1,FALSE,"Driel-Murray, C. van ., 2012. Batavians on the Move: Emigrants, Immigrants and Returnees. Theoretical Roman Archaeology Journal, (2011), pp.115–122. DOI: http://doi.org/10.16995/TRAC2011_115_122",University of Amsterdam,Netherlands,University,Germany,identity ethnicity,military,epigraphy
283,"Mulryan, M",The Establishment of Urban Movement Networks: Devotional Pathways in Late Antique and Early Medieval Rome,Theoretical Roman Archaeology Conference Proceedings,2012,pp.123-134,21,proc,1,FALSE,"Mulryan, M., 2012. The Establishment of Urban Movement Networks: Devotional Pathways in Late Antique and Early Medieval Rome . Theoretical Roman Archaeology Journal, (2011), pp.123–134. DOI: http://doi.org/10.16995/TRAC2011_123_134",University of Kent,England,University,Italy,religion movement,Christianity,
284,"Bokern, A Bolder-Boos, M Krmnicek, S Maschek, D Page, S",Preface,Theoretical Roman Archaeology Conference Proceedings,2013,pp.i-xi,22,proc,5,TRUE,"Bokern, A., Bolder-Boos, M., Krmnicek, S., Maschek, D. and Page, S., 2013. Preface and Editors’ Preface. Theoretical Roman Archaeology Journal, (2012), p.i–xi. DOI: http://doi.org/10.16995/TRAC2012_i_xi",Goethe-Universität,Germany,University,,,preface,
285,"Anguissola, A",Marks of Imitation or Signs of Originality? An Approach to Structural Supports in Roman Marble Statuary,Theoretical Roman Archaeology Conference Proceedings,2013,pp.1-20,22,proc,1,FALSE,"Anguissola, A., 2013. Marks of Imitation or Signs of Originality? An Approach to Structural Supports in Roman Marble Statuary . Theoretical Roman Archaeology Journal, (2012), pp.1–20. DOI: http://doi.org/10.16995/TRAC2012_1_20",Ludwig-Maximilians-Universität München,Germany,University,,body,sculpture stone,
286,"Gilhaus, L",Equites and Senators as Agents of Change: Urban Culture and Elite Self-Representation in Thamugadi and Lepcis Magna (Second-Third Centuries A.D.),Theoretical Roman Archaeology Conference Proceedings,2013,pp.21-36,22,proc,1,FALSE,"Gilhaus, L., 2013. Equites and Senators as Agents of Change: Urban Culture and Elite Self-Representation in Thamugadi and Lepcis Magna (Second-Third Centuries A.D.). Theoretical Roman Archaeology Journal, (2012), pp.21–36. DOI: http://doi.org/10.16995/TRAC2012_21_36",Rheinische Friedrich-Wilhelms-Universität Bonn,Germany,University,Algeria Libya,urbanism class change,politics,iconography
287,"Calapà, A",Sacra Volsiniensia. Civic Religion in Volsinii after the Roman Conquest,Theoretical Roman Archaeology Conference Proceedings,2013,pp.37-48,22,proc,1,FALSE,"Calapà, A., 2013. Sacra Volsiniensia. Civic Religion in Volsinii after the Roman Conquest. Theoretical Roman Archaeology Journal, (2012), pp.37–48. DOI: http://doi.org/10.16995/TRAC2012_37_48",Ludwig-Maximilians-Universität Munich,Germany,University,Italy,religion ritual,,text
288,"Roth, R",The Internal Frontier: An African Model for Culture Change in South Central Italy (Fourth-Third Centuries B.C.),Theoretical Roman Archaeology Conference Proceedings,2013,pp.49-60,22,proc,1,FALSE,"Roth, R., 2013. The Internal Frontier: An African Model for Culture Change in South Central Italy (Fourth-Third Centuries B.C.). Theoretical Roman Archaeology Journal, (2012), pp.49–60. DOI: http://doi.org/10.16995/TRAC2012_49_60",University of Cape Town,South Africa,University,Italy,frontier culture change,,
289,"Viitanen, E Nissinen, L Korhonen, K","Street Activity, Dwellings and Wall Inscriptions in Ancient Pompeii: A Holistic Study of Neighbourhood Relations",Theoretical Roman Archaeology Conference Proceedings,2013,pp.61-80,22,proc,3,TRUE,"Viitanen, E.-M., Nissinen, L. and Korhonen, K., 2013. Street Activity, Dwellings and Wall Inscriptions in Ancient Pompeii: A Holistic Study of Neighbourhood Relations . Theoretical Roman Archaeology Journal, (2012), pp.61–80. DOI: http://doi.org/10.16995/TRAC2012_61_80",University of Helsinki,Finland,University,Italy,urbanism space,architecture,epigraphy
290,"Ynnilä, H",Understanding Neighbourhood Relations through Shared Structures: Reappraising the Value of Insula-Based Studies,Theoretical Roman Archaeology Conference Proceedings,2013,pp.81-90,22,proc,1,FALSE,"Ynnilä, H., 2013. Understanding Neighbourhood Relations through Shared Structures: Reappraising the Value of Insula-Based Studies. Theoretical Roman Archaeology Journal, (2012), pp.81–90. DOI: http://doi.org/10.16995/TRAC2012_81_90",University of Helsinki,Finland,University,Italy,urbanism space,architecture,
291,"Proudfoot, E",Secondary Doors in Entranceways at Pompeii: Reconsidering Access and the ‘View from the Street’,Theoretical Roman Archaeology Conference Proceedings,2013,pp.91-116,22,proc,1,FALSE,"Proudfoot, E., 2013. Secondary Doors in Entranceways at Pompeii: Reconsidering Access and the ‘View from the Street’. Theoretical Roman Archaeology Journal, (2012), pp.91–115. DOI: http://doi.org/10.16995/TRAC2012_91_115",University of Oxford,England,University,Italy,urbanism visibility,architecture,
292,"Mol, E",The Perception of Egypt in Networks of Being and Becoming: A Thing Theory Approach to Egyptianising Objects in Roman Domestic Contexts,Theoretical Roman Archaeology Conference Proceedings,2013,pp.117-132,22,proc,1,FALSE,"Mol, E.M., 2013. The Perception of Egypt in Networks of Being and Becoming: A Thing Theory Approach to Egyptianising Objects in Roman Domestic Contexts. Theoretical Roman Archaeology Journal, (2012), pp.117–131. DOI: http://doi.org/10.16995/TRAC2012_117_131",Leiden University,Netherlands,University,Egypt,phenomenology,artefacts,iconography
293,"Ingate, J",Hybrid Bridges: An Exploration into How Traditionally ‘Romanised’ Elements of the Town Interacted with Meaning-Laden Pre-Historic Waterscapes,Theoretical Roman Archaeology Conference Proceedings,2013,pp.133-150,22,proc,1,FALSE,"Ingate, J., 2013. Hybrid Bridges: An Exploration into How Traditionally ‘Romanised’ Elements of the Town Interacted with Meaning-Laden Pre-Historic Waterscapes. Theoretical Roman Archaeology Journal, (2012), pp.133–149. DOI: http://doi.org/10.16995/TRAC2012_133_149",University of Kent,England,University,Britain,urbanism,water prehistory architecture,
294,"Barrier, S",Romanisation in Gaul: New Methodological Approaches for the Study of Gaulish Fine Wares (200 B.C.–A.D. 50),Theoretical Roman Archaeology Conference Proceedings,2013,pp.151-168,22,proc,1,FALSE,"Barrier, S., 2013. Romanisation in Gaul: New Methodological Approaches for the Study of Gaulish Fine Wares (200 B.C.–A.D. 50). Theoretical Roman Archaeology Journal, (2012), pp.151–168. DOI: http://doi.org/10.16995/TRAC2012_151_168",Université de Lausanne,Switzerland,University,France,Romanization,pottery,
295,"Pinto, R Pinto, L",Transgendered Archaeology: The Galli and the Catterick Transvestite,Theoretical Roman Archaeology Conference Proceedings,2013,pp.169-182,22,proc,2,TRUE,"Pinto, R. and Pinto, L.C.G., 2013. Transgendered Archaeology: The Galli and the Catterick Transvestite. Theoretical Roman Archaeology Journal, (2012), pp.169–181. DOI: http://doi.org/10.16995/TRAC2012_169_181",University of São Paulo,Brazil,University,Britain France,gender,burial,
296,"Garland, N",Ritual Landscapes of Pre-Roman Britain: The Margins of Practice on the Margins of the Empire,Theoretical Roman Archaeology Conference Proceedings,2013,pp.183-198,22,proc,1,FALSE,"Garland, N., 2013. Ritual Landscapes of Pre-Roman Britain: The Margins of Practice on the Margins of the Empire. Theoretical Roman Archaeology Journal, (2012), pp.183–198. DOI: http://doi.org/10.16995/TRAC2012_183_198",University College London,England,University,Britain France,ritual landscape frontier,burial temple,
297,"Platts, H Pearce, J Barron, C Lundock, J Yoo, J",Preface,Theoretical Roman Archaeology Conference Proceedings,2014,pp.i-iii,23,proc,5,TRUE,"Platts, H., Pearce, J., Barron, C., Lundock, J. and Yoo, J., 2014. Preface. Theoretical Roman Archaeology Journal, (2013), p.i–iii. DOI: http://doi.org/10.16995/TRAC2013_i_iii","King's College, London",England,University,,,preface,
298,"Platts, H Pearce, J Barron, C Lundock, J Yoo, J","Introduction: TRAC Past, Present and Future: Where to go from here?",Theoretical Roman Archaeology Conference Proceedings,2014,pp.1-9,23,proc,5,TRUE,"Platts, H., Pearce, J., Barron, C., Lundock, J. and Yoo, J., 2014. Introduction: TRAC Past, Present and Future: Where to go from here?. Theoretical Roman Archaeology Journal, (2013), pp.1–9. DOI: http://doi.org/10.16995/TRAC2013_1_9","King's College, London",England,University,,,,retrospective
299,"Hobson, M","A Historiography of the Study of the Roman Economy: Economic Growth, Development, and Neoliberalism",Theoretical Roman Archaeology Conference Proceedings,2014,pp.10-26,23,proc,1,FALSE,"Hobson, M.S., 2014. A Historiography of the Study of the Roman Economy: Economic Growth, Development, and Neoliberalism. Theoretical Roman Archaeology Journal, (2013), pp.11–26. DOI: http://doi.org/10.16995/TRAC2013_11_26",Leiden University,Netherlands,University,,economy colonialism,,historiography
300,"Jongman, W","Why Modern Economic Theory Applies, Even to the Distant Roman Past",Theoretical Roman Archaeology Conference Proceedings,2014,pp.27-36,23,proc,1,FALSE,"Jongman, W.M., 2014. Why Modern Economic Theory Applies, Even to the Distant Roman Past. Theoretical Roman Archaeology Journal, (2013), pp.27–36. DOI: http://doi.org/10.16995/TRAC2013_27_36",University of Groningen,Netherlands,University,,economy demography,modernity,
301,"Lulic, J",Dalmatian Silvanus: A Cognitive Approach to Reinterpretation of the Reliefs Representing Silvanus from Roman Dalmatia,Theoretical Roman Archaeology Conference Proceedings,2014,pp.37-51,23,proc,1,FALSE,"Lulic, J., 2014. Dalmatian Silvanus: A Cognitive Approach to Reinterpretation of the Reliefs Representing Silvanus from Roman Dalmatia. Theoretical Roman Archaeology Journal, (2013), pp.37–51. DOI: http://doi.org/10.16995/TRAC2013_37_51",University of Zagreb,Croatia,University,Croatia,religion cognitive,sculpture,anthropology
302,"Cousins, E",Votive Objects and Ritual Practice at the King’s Spring at Bath,Theoretical Roman Archaeology Conference Proceedings,2014,pp.52-64,23,proc,1,FALSE,"Cousins, E.H., 2014. Votive Objects and Ritual Practice at the King’s Spring at Bath. Theoretical Roman Archaeology Journal, (2013), pp.52–64. DOI: http://doi.org/10.16995/TRAC2013_52_64",University of Cambridge,England,University,Britain,ritual structured-deposition,votives pewter water,
303,"Dicus, K",Resurrecting Refuse at Pompeii: The Use-Value of Urban Refuse and its Implications for Interpreting Archaeological Assemblages,Theoretical Roman Archaeology Conference Proceedings,2014,pp.65-78,23,proc,1,FALSE,"Dicus, K., 2014. Resurrecting Refuse at Pompeii: The Use-Value of Urban Refuse and its Implications for Interpreting Archaeological Assemblages. Theoretical Roman Archaeology Journal, (2013), pp.65–78. DOI: http://doi.org/10.16995/TRAC2013_65_78",Case Western Reserve University,USA,University,Italy,structured-deposition urbanism,architecture refuse,
304,"Marchiori, G","Decline, Migration and Revival: Kom al-Ahmer and Kom Wasit, a History of a Forgotten City",Theoretical Roman Archaeology Conference Proceedings,2014,pp.79-89,23,proc,1,FALSE,"Marchiori, G., 2014. Decline, Migration and Revival: Kom al-Ahmer and Kom Wasit, a History of a Forgotten City . Theoretical Roman Archaeology Journal, (2013), pp.79–89. DOI: http://doi.org/10.16995/TRAC2013_79_89",Centro Italo-Egiziano Per il Restauro e l'Archeologia (CIERA),Italy,Research Centre,Egypt,migration decline,settlement,
305,"Ball, J",Small Finds and Roman Battlefields: The Process and Impact of Post-Battle Looting,Theoretical Roman Archaeology Conference Proceedings,2014,pp.90-104,23,proc,1,FALSE,"Ball, J., 2014. Small Finds and Roman Battlefields: The Process and Impact of Post-Battle Looting. Theoretical Roman Archaeology Journal, (2013), pp.90–104. DOI: http://doi.org/10.16995/TRAC2013_90_104",University of Liverpool,England,University,,violence landscape,artefacts military,
306,"Prior, J",Methods and Difficulties in Quantifying Archaeological Vessel Glass Assemblages,Theoretical Roman Archaeology Conference Proceedings,2014,pp.105-121,23,proc,1,FALSE,"Prior, J.D., 2014. Methods and Difficulties in Quantifying Archaeological Vessel Glass Assemblages. Theoretical Roman Archaeology Journal, (2013), pp.105–121. DOI: http://doi.org/10.16995/TRAC2013_105_121",Durham University,England,University,,colonialism,artefacts glass,
307,"Podavitte, C",Pompeian Red Ware in Roman London: Insights on Pottery Consumption in Colonial Environments,Theoretical Roman Archaeology Conference Proceedings,2014,pp.122-139,23,proc,1,FALSE,"Podavitte, C., 2014. Pompeian Red Ware in Roman London: Insights on Pottery Consumption in Colonial Environments. Theoretical Roman Archaeology Journal, (2013), pp.122–139. DOI: http://doi.org/10.16995/TRAC2013_122_139",University College London,England,University,Britain,practice post-colonial,pottery,
308,"Vucetic, S",Roman Sexuality or Roman Sexualities? Looking at Sexual imagery on Roman Terracotta Mould-Made Lamps,Theoretical Roman Archaeology Conference Proceedings,2014,pp.140-158,23,proc,1,FALSE,"Vucetic, S., 2014. Roman Sexuality or Roman Sexualities? Looking at Sexual Imagery on Roman Terracotta Mould-Made Lamps. Theoretical Roman Archaeology Journal, (2013), pp.140–158. DOI: http://doi.org/10.16995/TRAC2013_140_158",University College London,England,University,Spain Tunisia Switzerland Cyprus,gender sexuality,artefacts,
309,"Heeren, S","The Material Culture of Small Rural Settlements in the Batavian Area: A Case Study on Discrepant Experience, Creolisation, Romanisation or Globalisation?",Theoretical Roman Archaeology Conference Proceedings,2014,pp.159-173,23,proc,1,FALSE,"Heeren, S., 2014. The Material Culture of Small Rural Settlements in the Batavian Area: A Case Study on Discrepant Experience, Creolisation, Romanisation or Globalisation?. Theoretical Roman Archaeology Journal, (2013), pp.159–173. DOI: http://doi.org/10.16995/TRAC2013_159_173",Vrije Universiteit Amsterdam,Netherlands,University,Germany,identity change Romanization,artefacts rural military,
310,"Brindle, T Allen, M Durham, E Smith, A",Preface,Theoretical Roman Archaeology Conference Proceedings,2015,pp.i-vi,24,proc,4,TRUE,"Brindle, T., Allen, M., Durham, E. and Smith, A., 2015. Preface and Editors’ Preface. Theoretical Roman Archaeology Journal, (2014), p.i–vi. DOI: http://doi.org/10.16995/TRAC2014_i_vi",University of Reading,England,University,,,preface,
311,"Rohl, D","Place Theory, Genealogy, and the Cultural Biography of Roman Monuments",Theoretical Roman Archaeology Conference Proceedings,2015,pp.1-16,24,proc,1,FALSE,"Rohl, D.J., 2015. Place Theory, Genealogy, and the Cultural Biography of Roman Monuments. Theoretical Roman Archaeology Journal, (2014), pp.1–16. DOI: http://doi.org/10.16995/TRAC2014_1_16",Canterbury Christ Church University,England,University,,place landscape frontier,monument,genealogy
312,"Walas, A",An Integrated Cognitive and Epigraphic Approach to Social Networks within the Community of a Roman Military Base,Theoretical Roman Archaeology Conference Proceedings,2015,pp.17-30,24,proc,1,FALSE,"Walas, A.H., 2015. An Integrated Cognitive and Epigraphic Approach to Social Networks within the Community of a Roman Military Base. Theoretical Roman Archaeology Journal, (2014), pp.17–30. DOI: http://doi.org/10.16995/TRAC2014_17_30",University of Leicester,England,University,Britain,cognitive society community,military epigraphy,
