ID,authors,title,journal,year_pub,pages,journal_issue,number_authors,collaborative,full_reference,lead_author_institution,people_ackowledged,no_people_acknowledged,institution_country,country_topic,institution_type,theory_topic,subject_topic,method_topic,type
275,"Rohl, D","Chorography: History, Theory and Potential for Archaeological Research",Theoretical Roman Archaeology Conference Proceedings,2012,19-32,21,1,FALSE,"Rohl, D.J., 2012. Chorography: History, Theory and Potential for Archaeological Research. Theoretical Roman Archaeology Journal, (2011), pp.19–32. DOI: http://doi.org/10.16995/TRAC2011_19_32",Durham University,TRUE,4,England,,University,landscape chorography place,,,proc
276,"Mata, K","Anthropological Perspectives on Colonialism, Globalisation and Rural Lifeways: Expanding the Limits of archaeological Interpretation in the Lower Rhineland",Theoretical Roman Archaeology Conference Proceedings,2012,33-47,21,1,FALSE,"Mata, K., 2012. Anthropological Perspectives on Colonialism, Globalisation and Rural Lifeways: Expanding the Limits of archaeological Interpretation in the Lower Rhineland . Theoretical Roman Archaeology Journal, (2011), pp.33–47. DOI: http://doi.org/10.16995/TRAC2011_33_47",University of Chicago,TRUE,1,USA,Germany,University,colonialism globalisation rural,,anthropology,proc
277,"van Oyen, A",Knowledge Systems in the Production of Terra Sigilata. Moving Beyond the Local/Global Paradox,Theoretical Roman Archaeology Conference Proceedings,2012,48-59,21,1,FALSE,"Oyen, A. van ., 2012. Knowledge Systems in the Production of Terra Sigilata. Moving Beyond the Local/Global Paradox. Theoretical Roman Archaeology Journal, (2011), pp.48–59. DOI: http://doi.org/10.16995/TRAC2011_48_59",University of Cambridge,TRUE,4,England,,University,globalisation,pottery,actor-network-theory,proc
278,"Weber, A",The Devil is in the (Samian) Detail – Potters’ Stamps on Samian Ware and their Implications for the Roman Provincial Economy,Theoretical Roman Archaeology Conference Proceedings,2012,60-75,21,1,FALSE,"Weber, M., 2012. The Devil is in the (Samian) Detail – Potters’ Stamps on Samian Ware and their Implications for the Roman Provincial Economy. Theoretical Roman Archaeology Journal, (2011), pp.60–75. DOI: http://doi.org/10.16995/TRAC2011_60_75",University of Reading,TRUE,4,England,,University,economy production consumption,pottery,,proc
279,"Biddulph, E",On Cultural Selection: Examining the Process of Cultural Evolution through Funerary Evidence,Theoretical Roman Archaeology Conference Proceedings,2012,76-90,21,1,FALSE,"Biddulph, E., 2012. On Cultural Selection: Examining the Process of Cultural Evolution through Funerary Evidence. Theoretical Roman Archaeology Journal, (2011), pp.76–90. DOI: http://doi.org/10.16995/TRAC2011_76_90",Oxford Archaeology,FALSE,0,England,Britain France Belgium,Commercial archaeological contractor,evolution,burial,,proc
280,"Garland, N",Boundaries and Change: The Examination of the Late Iron Age-Roman Transition,Theoretical Roman Archaeology Conference Proceedings,2012,91-104,21,1,FALSE,"Garland, N., 2012. Boundaries and Change: The Examination of the Late Iron Age-Roman Transition. Theoretical Roman Archaeology Journal, (2011), pp.91–104. DOI: http://doi.org/10.16995/TRAC2011_91_104",University College London,TRUE,7,England,Britain,University,landscape boundary,prehistory,,proc
281,"Greene, E",Sulpicia Lepidina and Elizabeth Custer: A Cross-Cultural Analogy for the Social Role of Women on a Military Frontier,Theoretical Roman Archaeology Conference Proceedings,2012,105-114,21,1,FALSE,"Greene, E.M., 2012. Sulpicia Lepidina and Elizabeth Custer: A Cross-Cultural Analogy for the Social Role of Women on a Military Frontier . Theoretical Roman Archaeology Journal, (2011), pp.105–114. DOI: http://doi.org/10.16995/TRAC2011_105_114",The University of Western Ontario,TRUE,3,Canada,Britain,University,gender frontier,military,,proc
282,"van Driel Murray, C","Batavians on the Move: Emigrants, Immigrants and Returnees",Theoretical Roman Archaeology Conference Proceedings,2012,115-122,21,1,FALSE,"Driel-Murray, C. van ., 2012. Batavians on the Move: Emigrants, Immigrants and Returnees. Theoretical Roman Archaeology Journal, (2011), pp.115–122. DOI: http://doi.org/10.16995/TRAC2011_115_122",University of Amsterdam,FALSE,0,Netherlands,Germany,University,identity ethnicity,military,epigraphy,proc
283,"Mulryan, M",The Establishment of Urban Movement Networks: Devotional Pathways in Late Antique and Early Medieval Rome,Theoretical Roman Archaeology Conference Proceedings,2012,123-134,21,1,FALSE,"Mulryan, M., 2012. The Establishment of Urban Movement Networks: Devotional Pathways in Late Antique and Early Medieval Rome . Theoretical Roman Archaeology Journal, (2011), pp.123–134. DOI: http://doi.org/10.16995/TRAC2011_123_134",University of Kent,FALSE,0,England,Italy,University,religion movement,Christianity,,proc
284,"Bokern, A Bolder-Boos, M Krmnicek, S Maschek, D Page, S",Preface,Theoretical Roman Archaeology Conference Proceedings,2013,i-xi,22,5,TRUE,"Bokern, A., Bolder-Boos, M., Krmnicek, S., Maschek, D. and Page, S., 2013. Preface and Editors’ Preface. Theoretical Roman Archaeology Journal, (2012), p.i–xi. DOI: http://doi.org/10.16995/TRAC2012_i_xi",Goethe-Universität,FALSE,0,Germany,,University,,preface,,proc
285,"Anguissola, A",Marks of Imitation or Signs of Originality? An Approach to Structural Supports in Roman Marble Statuary,Theoretical Roman Archaeology Conference Proceedings,2013,1-20,22,1,FALSE,"Anguissola, A., 2013. Marks of Imitation or Signs of Originality? An Approach to Structural Supports in Roman Marble Statuary . Theoretical Roman Archaeology Journal, (2012), pp.1–20. DOI: http://doi.org/10.16995/TRAC2012_1_20",Ludwig-Maximilians-Universität München,TRUE,1,Germany,,University,body,sculpture stone,,proc
286,"Gilhaus, L",Equites and Senators as Agents of Change: Urban Culture and Elite Self-Representation in Thamugadi and Lepcis Magna (Second-Third Centuries A.D.),Theoretical Roman Archaeology Conference Proceedings,2013,21-36,22,1,FALSE,"Gilhaus, L., 2013. Equites and Senators as Agents of Change: Urban Culture and Elite Self-Representation in Thamugadi and Lepcis Magna (Second-Third Centuries A.D.). Theoretical Roman Archaeology Journal, (2012), pp.21–36. DOI: http://doi.org/10.16995/TRAC2012_21_36",Rheinische Friedrich-Wilhelms-Universität Bonn,TRUE,3,Germany,Algeria Libya,University,urbanism class change,politics,iconography,proc
287,"Calapà, A",Sacra Volsiniensia. Civic Religion in Volsinii after the Roman Conquest,Theoretical Roman Archaeology Conference Proceedings,2013,37-48,22,1,FALSE,"Calapà, A., 2013. Sacra Volsiniensia. Civic Religion in Volsinii after the Roman Conquest. Theoretical Roman Archaeology Journal, (2012), pp.37–48. DOI: http://doi.org/10.16995/TRAC2012_37_48",Ludwig-Maximilians-Universität Munich,FALSE,0,Germany,Italy,University,religion ritual,,text,proc
288,"Roth, R",The Internal Frontier: An African Model for Culture Change in South Central Italy (Fourth-Third Centuries B.C.),Theoretical Roman Archaeology Conference Proceedings,2013,49-60,22,1,FALSE,"Roth, R., 2013. The Internal Frontier: An African Model for Culture Change in South Central Italy (Fourth-Third Centuries B.C.). Theoretical Roman Archaeology Journal, (2012), pp.49–60. DOI: http://doi.org/10.16995/TRAC2012_49_60",University of Cape Town,TRUE,4,South Africa,Italy,University,frontier culture change,,,proc
289,"Viitanen, E Nissinen, L Korhonen, K","Street Activity, Dwellings and Wall Inscriptions in Ancient Pompeii: A Holistic Study of Neighbourhood Relations",Theoretical Roman Archaeology Conference Proceedings,2013,61-80,22,3,TRUE,"Viitanen, E.-M., Nissinen, L. and Korhonen, K., 2013. Street Activity, Dwellings and Wall Inscriptions in Ancient Pompeii: A Holistic Study of Neighbourhood Relations . Theoretical Roman Archaeology Journal, (2012), pp.61–80. DOI: http://doi.org/10.16995/TRAC2012_61_80",University of Helsinki,TRUE,3,Finland,Italy,University,urbanism space,architecture,epigraphy,proc
290,"Ynnilä, H",Understanding Neighbourhood Relations through Shared Structures: Reappraising the Value of Insula-Based Studies,Theoretical Roman Archaeology Conference Proceedings,2013,81-90,22,1,FALSE,"Ynnilä, H., 2013. Understanding Neighbourhood Relations through Shared Structures: Reappraising the Value of Insula-Based Studies. Theoretical Roman Archaeology Journal, (2012), pp.81–90. DOI: http://doi.org/10.16995/TRAC2012_81_90",University of Helsinki,TRUE,1,Finland,Italy,University,urbanism space,architecture,,proc
291,"Proudfoot, E",Secondary Doors in Entranceways at Pompeii: Reconsidering Access and the ‘View from the Street’,Theoretical Roman Archaeology Conference Proceedings,2013,91-116,22,1,FALSE,"Proudfoot, E., 2013. Secondary Doors in Entranceways at Pompeii: Reconsidering Access and the ‘View from the Street’. Theoretical Roman Archaeology Journal, (2012), pp.91–115. DOI: http://doi.org/10.16995/TRAC2012_91_115",University of Oxford,TRUE,16,England,Italy,University,urbanism visibility,architecture,,proc
292,"Mol, E",The Perception of Egypt in Networks of Being and Becoming: A Thing Theory Approach to Egyptianising Objects in Roman Domestic Contexts,Theoretical Roman Archaeology Conference Proceedings,2013,117-132,22,1,FALSE,"Mol, E.M., 2013. The Perception of Egypt in Networks of Being and Becoming: A Thing Theory Approach to Egyptianising Objects in Roman Domestic Contexts. Theoretical Roman Archaeology Journal, (2012), pp.117–131. DOI: http://doi.org/10.16995/TRAC2012_117_131",Leiden University,TRUE,6,Netherlands,Egypt,University,phenomenology,artefacts,iconography,proc
293,"Ingate, J",Hybrid Bridges: An Exploration into How Traditionally ‘Romanised’ Elements of the Town Interacted with Meaning-Laden Pre-Historic Waterscapes,Theoretical Roman Archaeology Conference Proceedings,2013,133-150,22,1,FALSE,"Ingate, J., 2013. Hybrid Bridges: An Exploration into How Traditionally ‘Romanised’ Elements of the Town Interacted with Meaning-Laden Pre-Historic Waterscapes. Theoretical Roman Archaeology Journal, (2012), pp.133–149. DOI: http://doi.org/10.16995/TRAC2012_133_149",University of Kent,TRUE,1,England,Britain,University,urbanism,water prehistory architecture,,proc
294,"Barrier, S",Romanisation in Gaul: New Methodological Approaches for the Study of Gaulish Fine Wares (200 B.C.–A.D. 50),Theoretical Roman Archaeology Conference Proceedings,2013,151-168,22,1,FALSE,"Barrier, S., 2013. Romanisation in Gaul: New Methodological Approaches for the Study of Gaulish Fine Wares (200 B.C.–A.D. 50). Theoretical Roman Archaeology Journal, (2012), pp.151–168. DOI: http://doi.org/10.16995/TRAC2012_151_168",Université de Lausanne,FALSE,0,Switzerland,France,University,Romanization,pottery,,proc
295,"Pinto, R Pinto, L",Transgendered Archaeology: The Galli and the Catterick Transvestite,Theoretical Roman Archaeology Conference Proceedings,2013,169-182,22,2,TRUE,"Pinto, R. and Pinto, L.C.G., 2013. Transgendered Archaeology: The Galli and the Catterick Transvestite. Theoretical Roman Archaeology Journal, (2012), pp.169–181. DOI: http://doi.org/10.16995/TRAC2012_169_181",University of São Paulo,TRUE,5,Brazil,Britain France,University,gender,burial,,proc
296,"Garland, N",Ritual Landscapes of Pre-Roman Britain: The Margins of Practice on the Margins of the Empire,Theoretical Roman Archaeology Conference Proceedings,2013,183-198,22,1,FALSE,"Garland, N., 2013. Ritual Landscapes of Pre-Roman Britain: The Margins of Practice on the Margins of the Empire. Theoretical Roman Archaeology Journal, (2012), pp.183–198. DOI: http://doi.org/10.16995/TRAC2012_183_198",University College London,TRUE,3,England,Britain France,University,ritual landscape frontier,burial temple,,proc
297,"Platts, H Pearce, J Barron, C Lundock, J Yoo, J",Preface,Theoretical Roman Archaeology Conference Proceedings,2014,i-iii,23,5,TRUE,"Platts, H., Pearce, J., Barron, C., Lundock, J. and Yoo, J., 2014. Preface. Theoretical Roman Archaeology Journal, (2013), p.i–iii. DOI: http://doi.org/10.16995/TRAC2013_i_iii","King's College, London",FALSE,0,England,,University,,preface,,proc
298,"Platts, H Pearce, J Barron, C Lundock, J Yoo, J","Introduction: TRAC Past, Present and Future: Where to go from here?",Theoretical Roman Archaeology Conference Proceedings,2014,1-9,23,5,TRUE,"Platts, H., Pearce, J., Barron, C., Lundock, J. and Yoo, J., 2014. Introduction: TRAC Past, Present and Future: Where to go from here?. Theoretical Roman Archaeology Journal, (2013), pp.1–9. DOI: http://doi.org/10.16995/TRAC2013_1_9","King's College, London",FALSE,0,England,,University,,,retrospective,proc
299,"Hobson, M","A Historiography of the Study of the Roman Economy: Economic Growth, Development, and Neoliberalism",Theoretical Roman Archaeology Conference Proceedings,2014,10-26,23,1,FALSE,"Hobson, M.S., 2014. A Historiography of the Study of the Roman Economy: Economic Growth, Development, and Neoliberalism. Theoretical Roman Archaeology Journal, (2013), pp.11–26. DOI: http://doi.org/10.16995/TRAC2013_11_26",Leiden University,TRUE,8,Netherlands,,University,economy colonialism,,historiography,proc
300,"Jongman, W","Why Modern Economic Theory Applies, Even to the Distant Roman Past",Theoretical Roman Archaeology Conference Proceedings,2014,27-36,23,1,FALSE,"Jongman, W.M., 2014. Why Modern Economic Theory Applies, Even to the Distant Roman Past. Theoretical Roman Archaeology Journal, (2013), pp.27–36. DOI: http://doi.org/10.16995/TRAC2013_27_36",University of Groningen,FALSE,0,Netherlands,,University,economy demography,modernity,,proc
301,"Lulic, J",Dalmatian Silvanus: A Cognitive Approach to Reinterpretation of the Reliefs Representing Silvanus from Roman Dalmatia,Theoretical Roman Archaeology Conference Proceedings,2014,37-51,23,1,FALSE,"Lulic, J., 2014. Dalmatian Silvanus: A Cognitive Approach to Reinterpretation of the Reliefs Representing Silvanus from Roman Dalmatia. Theoretical Roman Archaeology Journal, (2013), pp.37–51. DOI: http://doi.org/10.16995/TRAC2013_37_51",University of Zagreb,FALSE,0,Croatia,Croatia,University,religion cognitive,sculpture,anthropology,proc
302,"Cousins, E",Votive Objects and Ritual Practice at the King’s Spring at Bath,Theoretical Roman Archaeology Conference Proceedings,2014,52-64,23,1,FALSE,"Cousins, E.H., 2014. Votive Objects and Ritual Practice at the King’s Spring at Bath. Theoretical Roman Archaeology Journal, (2013), pp.52–64. DOI: http://doi.org/10.16995/TRAC2013_52_64",University of Cambridge,FALSE,0,England,Britain,University,ritual structured-deposition,votives pewter water,,proc
303,"Dicus, K",Resurrecting Refuse at Pompeii: The Use-Value of Urban Refuse and its Implications for Interpreting Archaeological Assemblages,Theoretical Roman Archaeology Conference Proceedings,2014,65-78,23,1,FALSE,"Dicus, K., 2014. Resurrecting Refuse at Pompeii: The Use-Value of Urban Refuse and its Implications for Interpreting Archaeological Assemblages. Theoretical Roman Archaeology Journal, (2013), pp.65–78. DOI: http://doi.org/10.16995/TRAC2013_65_78",Case Western Reserve University,TRUE,2,USA,Italy,University,structured-deposition urbanism,architecture refuse,,proc
304,"Marchiori, G","Decline, Migration and Revival: Kom al-Ahmer and Kom Wasit, a History of a Forgotten City",Theoretical Roman Archaeology Conference Proceedings,2014,79-89,23,1,FALSE,"Marchiori, G., 2014. Decline, Migration and Revival: Kom al-Ahmer and Kom Wasit, a History of a Forgotten City . Theoretical Roman Archaeology Journal, (2013), pp.79–89. DOI: http://doi.org/10.16995/TRAC2013_79_89",Centro Italo-Egiziano Per il Restauro e l'Archeologia (CIERA),TRUE,14,Italy,Egypt,Research Centre,migration decline,settlement,,proc
305,"Ball, J",Small Finds and Roman Battlefields: The Process and Impact of Post-Battle Looting,Theoretical Roman Archaeology Conference Proceedings,2014,90-104,23,1,FALSE,"Ball, J., 2014. Small Finds and Roman Battlefields: The Process and Impact of Post-Battle Looting. Theoretical Roman Archaeology Journal, (2013), pp.90–104. DOI: http://doi.org/10.16995/TRAC2013_90_104",University of Liverpool,TRUE,9,England,,University,violence landscape,artefacts military,,proc
